********************************************************************************************
 OpeNER crosslingual sentiment lexicon : crosslingual scales grouped in aspect groups 
 Owner OpeNER and VU-UniversityAmsterdam (CLTL)
 de(german) nl(dutch) fr(french) it(italian) es(spanish) en(english)
********************************************************************************************


language;entry;sentiment;aspectCategory;clsId
it;qualità buono;positive;GEN-EVAL;620
en;great value;positive;GEN-EVAL;621
es;gran valía;positive;GEN-EVAL;621
en;have a nice stay;positive;GEN-EVAL;622
en;have great time;positive;GEN-EVAL;623
en;hip;positive;GEN-EVAL;624
en;keep come back;positive;GEN-EVAL;625
en;like;positive;GEN-EVAL;626
en;love stay;positive;GEN-EVAL;627
en;lovely;positive;GEN-EVAL;628
en;nice;positive;GEN-EVAL;628
es;agradable;positive;GEN-EVAL;628
es;precioso;positive;GEN-EVAL;628
fr;charmant;positive;GEN-EVAL;628
it;bello;positive;GEN-EVAL;628
nl;heerlijk;positive;GEN-EVAL;628
nl;mooi;positive;GEN-EVAL;628
en;no problem;positive;GEN-EVAL;629
nl;geen probleem;positive;GEN-EVAL;629
en;really worth a visit;positive;GEN-EVAL;630
en;relax and enjoy;positive;GEN-EVAL;631
en;to return;positive;GEN-EVAL;632
en;well equipped;positive;GEN-EVAL;633
es;bien equipada;positive;GEN-EVAL;633
nl;goed uitgerust;positive;GEN-EVAL;633
en;will be back;positive;GEN-EVAL;634
en;will come back;positive;GEN-EVAL;634
en;will definitely  return;positive;GEN-EVAL;634
en;will go back;positive;GEN-EVAL;634
en;work better;positive;GEN-EVAL;635
en;work well;positive;GEN-EVAL;636
en;worked fine;positive;GEN-EVAL;637
en;worth it;positive;GEN-EVAL;638
es;vale la pena;positive;GEN-EVAL;638
en;would happily return;positive;GEN-EVAL;639
en;absolutely breathtaking;strongpositive;GEN-EVAL;640
en;absolutely fantastic;strongpositive;GEN-EVAL;641
en;absolutely gorgeous;strongpositive;GEN-EVAL;642
en;absolutely stunning;strongpositive;GEN-EVAL;643
en;absolutely wonderful;strongpositive;GEN-EVAL;644
en;amazing;strongpositive;GEN-EVAL;645
fr;incroyable;positive;GEN-EVAL;645
en;awesome;strongpositive;GEN-EVAL;646
es;impresionante;strongpositive;GEN-EVAL;646
fr;impressionnant;positive;GEN-EVAL;646
en;brilliant !;strongpositive;GEN-EVAL;647
en;can 't be beaten;strongpositive;GEN-EVAL;648
en;can not have be better;strongpositive;GEN-EVAL;649
en;definitely recommend;strongpositive;GEN-EVAL;650
es;recomendariamos sin duda alguna;positive;GEN-EVAL;650
fr;recommander chaleureusement;strongpositive;GEN-EVAL;650
it;consiglio vivamente;positive;GEN-EVAL;650
en;especially great;strongpositive;GEN-EVAL;651
en;exceptionally comfy;strongpositive;GEN-EVAL;652
en;fabulous;strongpositive;GEN-EVAL;653
it;favoloso;strongpositive;GEN-EVAL;653
en;fantastic !;strongpositive;GEN-EVAL;654
en;great !;strongpositive;GEN-EVAL;655
en;great fun;strongpositive;GEN-EVAL;656
es;muy entretenidos;strongpositive;GEN-EVAL;656
fr;très amusant;strongpositive;GEN-EVAL;656
en;higly recommend !!!!!!;strongpositive;GEN-EVAL;657
en;really comfortable;strongpositive;GEN-EVAL;658
it;davvero comodo;positive;GEN-EVAL;658
it;davvero confortevole;positive;GEN-EVAL;658
en;unforgettable;strongpositive;GEN-EVAL;659
es;inolvidable;strongpositive;GEN-EVAL;659
es;inolvidables;strongpositive;GEN-EVAL;659
fr;inoubliable;strongpositive;GEN-EVAL;659
it;indimenticabile;strongpositive;GEN-EVAL;659
en;unforgettable;strongpositive;GEN-EVAL;660
es;inolvidables;strongpositive;GEN-EVAL;660
fr;inoubliable;strongpositive;GEN-EVAL;660
it;indimenticabile;strongpositive;GEN-EVAL;660
en;would highly recommend;strongpositive;GEN-EVAL;661
es;necesita;negative;GEN-EVAL;662
es;100 % recomendable;positive;GEN-EVAL;663
es;100 % recomendable;positive;GEN-EVAL;664
es;bonitas;positive;GEN-EVAL;665
es;bonitos;positive;GEN-EVAL;666
es;equipada;positive;GEN-EVAL;667
fr;remplir;positive;GEN-EVAL;667
fr;équiper;positive;GEN-EVAL;667
it;attrezzare;positive;GEN-EVAL;667
nl;gevuld;positive;GEN-EVAL;667
es;es de agradecer;positive;GEN-EVAL;668
es;esperábamos mucho menos;positive;GEN-EVAL;669
es;facil;positive;GEN-EVAL;670
es;fácil;positive;GEN-EVAL;670
fr;facile;positive;GEN-EVAL;670
es;familiar;positive;GEN-EVAL;671
it;familiare;positive;GEN-EVAL;671
es;famoso;positive;GEN-EVAL;672
es;fue bastante satisfactoria;positive;GEN-EVAL;673
es;hemos recomendado;positive;GEN-EVAL;674
es;hemos sentido bien atendidos;positive;GEN-EVAL;675
es;merece la pena;positive;GEN-EVAL;676
es;nunca olvidaremos;positive;GEN-EVAL;677
es;para evitar;positive;GEN-EVAL;678
it;da evitare;negative;GEN-EVAL;678
es;que hacen que vuelvas;positive;GEN-EVAL;679
es;recomendado para todos;positive;GEN-EVAL;680
es;recomendamos a nestros amigos;positive;GEN-EVAL;681
es;repetiremos sin duda;positive;GEN-EVAL;682
es;repetiremos;positive;GEN-EVAL;683
es;satisfactorio;positive;GEN-EVAL;684
it;soddisfaccente;positive;GEN-EVAL;684
nl;naar genoegen;positive;GEN-EVAL;684
es;uno de los mejores;positive;GEN-EVAL;685
fr;le un des meilleurs;strongpositive;GEN-EVAL;685
fr;un des meilleurs;strongpositive;GEN-EVAL;685
es;completamente recomendable;strongpositive;GEN-EVAL;686
es;fue también muy bueno;strongpositive;GEN-EVAL;687
es;funciona muy bien;strongpositive;GEN-EVAL;688
es;genial !;strongpositive;GEN-EVAL;689
es;genial;strongpositive;GEN-EVAL;690
es;genial.volveremos;strongpositive;GEN-EVAL;691
es;gracias;strongpositive;GEN-EVAL;692
fr;merci;positive;GEN-EVAL;692
it;grazie;strongpositive;GEN-EVAL;692
nl;bedankt;positive;GEN-EVAL;692
es;inmejorable;strongpositive;GEN-EVAL;693
es;insuperable !!!;strongpositive;GEN-EVAL;694
es;insuperable;strongpositive;GEN-EVAL;695
es;maravilloso !;strongpositive;GEN-EVAL;696
es;más que aceptables;strongpositive;GEN-EVAL;697
es;más que agradable;strongpositive;GEN-EVAL;698
es;más que excelente;strongpositive;GEN-EVAL;699
es;muy aceptable;strongpositive;GEN-EVAL;700
fr;très acceptable;positive;GEN-EVAL;700
es;muy agradable;strongpositive;GEN-EVAL;701
es;muy bueno;strongpositive;GEN-EVAL;702
es;muy recomemdado;strongpositive;GEN-EVAL;703
es;muy recomendable;strongpositive;GEN-EVAL;704
it;consigliatissimo;strongpositive;GEN-EVAL;704
es;nos encantaría volver;strongpositive;GEN-EVAL;705
es;ostentoso;strongpositive;GEN-EVAL;706
es;paradisiaco;strongpositive;GEN-EVAL;707
es;pasamos 4 días geniales;strongpositive;GEN-EVAL;708
es;pedazo;strongpositive;GEN-EVAL;709
nl;stuk;negative;GEN-EVAL;709
es;perfecto !;strongpositive;GEN-EVAL;710
es;perfecto para descansar;strongpositive;GEN-EVAL;711
es;privilegiada;strongpositive;GEN-EVAL;712
es;privilegiado;strongpositive;GEN-EVAL;713
es;quede muy satisfecho;strongpositive;GEN-EVAL;714
es;realmente atento;strongpositive;GEN-EVAL;715
es;realmente excelente;strongpositive;GEN-EVAL;716
es;recomiendo al 100 %;strongpositive;GEN-EVAL;717
es;salimos muy contentos;strongpositive;GEN-EVAL;718
es;sencillamente perfecto;strongpositive;GEN-EVAL;719
es;simplemente impresionante;strongpositive;GEN-EVAL;720
es;simplente increible;strongpositive;GEN-EVAL;721
es;sin duda para repetir;strongpositive;GEN-EVAL;722
es;son geniales !!;strongpositive;GEN-EVAL;723
es;son perfectos;strongpositive;GEN-EVAL;724
es;son preciosas;strongpositive;GEN-EVAL;725
es;sorprendió mucho;strongpositive;GEN-EVAL;726
es;súper amplias;strongpositive;GEN-EVAL;727
es;super cómodas;strongpositive;GEN-EVAL;728
es;súper cómodo;strongpositive;GEN-EVAL;729
es;super cuidado !;strongpositive;GEN-EVAL;730
es;super insonorizasdas;strongpositive;GEN-EVAL;731
es;super recomendable;strongpositive;GEN-EVAL;732
es;super recomiendo;strongpositive;GEN-EVAL;733
es;superior en calidad;strongpositive;GEN-EVAL;734
es;superó;strongpositive;GEN-EVAL;735
es;tan gratificante;strongpositive;GEN-EVAL;736
es;todo buenísimo;strongpositive;GEN-EVAL;737
es;todo estuvo muy bien;strongpositive;GEN-EVAL;738
es;totalmente recomendable;strongpositive;GEN-EVAL;739
fr;assez calme;positive;GEN-EVAL;740
it;abbastanza tranquillo;positive;GEN-EVAL;740
fr;assez compétent;positive;GEN-EVAL;741
fr;assez fin;positive;GEN-EVAL;742
fr;avoir bien profiter;positive;GEN-EVAL;743
nl;hebben genoten;strongpositive;GEN-EVAL;743
nl;genoten van;positive;GEN-EVAL;743
fr;avoir pouvoir profiter pleinement;positive;GEN-EVAL;744
fr;bravo;positive;GEN-EVAL;745
fr;choix excellent;positive;GEN-EVAL;746
fr;toujours intéressant;positive;GEN-EVAL;747
fr;très agrèable;positive;GEN-EVAL;748
fr;très bien délimiter;positive;GEN-EVAL;749
fr;très convenable;positive;GEN-EVAL;750
fr;trés satisfaisant;positive;GEN-EVAL;751
fr;tres satisfaisant;strongpositive;GEN-EVAL;751
it;molto soddisfacente;strongpositive;GEN-EVAL;751
fr;tres sympatiques;positive;GEN-EVAL;752
fr;un bon séjour;positive;GEN-EVAL;753
fr;un cadre magnifique;positive;GEN-EVAL;754
fr;un meilleur hôtel;positive;GEN-EVAL;755
fr;un moment très agréable;positive;GEN-EVAL;756
fr;un séjour inoubliable;positive;GEN-EVAL;757
fr;choix très impressionnant;strongpositive;GEN-EVAL;758
fr;être excellement;strongpositive;GEN-EVAL;759
nl;was uitstekend;strongpositive;GEN-EVAL;759
fr;être parfait;strongpositive;GEN-EVAL;760
nl;was perfect;strongpositive;GEN-EVAL;760
fr;excellent.;strongpositive;GEN-EVAL;761
it;ottimo.;strongpositive;GEN-EVAL;761
fr;sublime;strongpositive;GEN-EVAL;762
it;sublime;strongpositive;GEN-EVAL;762
fr;super agréable;strongpositive;GEN-EVAL;763
fr;super bien entretenir;strongpositive;GEN-EVAL;764
fr;tres amusant;strongpositive;GEN-EVAL;765
fr;très efficace;strongpositive;GEN-EVAL;766
fr;molto efficiente;strongpositive;GEN-EVAL;766
fr;très très bon;strongpositive;GEN-EVAL;767
fr;un adresse à recommander;strongpositive;GEN-EVAL;768
fr;vraiment parfait;strongpositive;GEN-EVAL;769
fr;veramente tutto perfetto;strongpositive;GEN-EVAL;769
fr;vraiment surprenant;strongpositive;GEN-EVAL;770
fr;ci ritorno di sicuro;positive;GEN-EVAL;771
it;da ritornare sicuramente;strongpositive;GEN-EVAL;771
de;werden bestimmt wieder kommen;positive;GEN-EVAL;771
de;werden gerne einmal wiederkommen;positive;GEN-EVAL;771
it;da ritornarci assolutamente;positive;GEN-EVAL;771
it;sicuramente tornare;strongpositive;GEN-EVAL;771
nl;zeker nog eens teruggaan;positive;GEN-EVAL;771
nl;zeker weer terug gaan;strongpositive;GEN-EVAL;771
it;decisamente consigliare;positive;GEN-EVAL;772
nl;zeker een aanrader;positive;GEN-EVAL;772
it;funziona perfettamente;positive;GEN-EVAL;773
it;gioiello;positive;GEN-EVAL;774
it;grandezza sufficiente;positive;GEN-EVAL;775
it;ideale soprattutto;positive;GEN-EVAL;776
it;piu che accettabili;positive;GEN-EVAL;777
it;piu' che buona;positive;GEN-EVAL;778
it;riscaldare;positive;GEN-EVAL;779
nl;verwarmd;positive;GEN-EVAL;779
it;spero di tornarci;positive;GEN-EVAL;780
it;ci ritorno volentieri;positive;GEN-EVAL;780
it;tornare presto;positive;GEN-EVAL;781
it;spettacolo grandioso;strongpositive;GEN-EVAL;782
nl;gewoon goed;positive;GEN-EVAL;783
nl;gezellig ingericht;positive;GEN-EVAL;784
nl;goed eten;positive;GEN-EVAL;785
nl;goed gelogeerd;positive;GEN-EVAL;786
nl;goed meegevallen;positive;GEN-EVAL;787
nl;gunstig;positive;GEN-EVAL;788
nl;had alles voorhanden;positive;GEN-EVAL;789
nl;heel functioneel;positive;GEN-EVAL;790
nl;hele fijne tijd;positive;GEN-EVAL;791
nl;kan bijna niet beter;positive;GEN-EVAL;792
nl;kan je overal komen;positive;GEN-EVAL;793
nl;keurig bijgehouden;positive;GEN-EVAL;794
nl;komenhier nog terug;positive;GEN-EVAL;795
nl;kwaliteitsvol;positive;GEN-EVAL;796
nl;lekker groot;positive;GEN-EVAL;797
nl;maar ach;positive;GEN-EVAL;798
nl;maar zeer goed onderhouden;positive;GEN-EVAL;799
nl;meer dan genoeg keuze;positive;GEN-EVAL;800
nl;meer dan ruim genoeg;positive;GEN-EVAL;801
nl;meerdere;positive;GEN-EVAL;802
nl;mooi groot;positive;GEN-EVAL;803
nl;naar volle tevredenheid;positive;GEN-EVAL;804
nl;netjes verzorgd;positive;GEN-EVAL;805
nl;niet zo erg;positive;GEN-EVAL;806
nl;niets te klagen gehad;positive;GEN-EVAL;807
nl;om bij te komen;positive;GEN-EVAL;808
nl;ongedwongen;positive;GEN-EVAL;809
nl;oogt wel mooi;positive;GEN-EVAL;810
nl;op een beter niveau;positive;GEN-EVAL;811
nl;overzichtelijk;positive;GEN-EVAL;812
nl;pico bello;positive;GEN-EVAL;813
nl;pluspunt;positive;GEN-EVAL;814
nl;prima vermaakt;positive;GEN-EVAL;815
nl;soms goed;positive;GEN-EVAL;816
nl;totaal geen last;positive;GEN-EVAL;817
nl;veel te bieden;positive;GEN-EVAL;818
nl;verder goed;positive;GEN-EVAL;819
nl;verrassend goed;positive;GEN-EVAL;820
nl;verschillende;positive;GEN-EVAL;821
nl;echt een aanrader !;strongpositive;GEN-EVAL;822
nl;een echte aanrader !!;strongpositive;GEN-EVAL;822
nl;een echte aanrader.;strongpositive;GEN-EVAL;822
nl;een heel goed gevoel;strongpositive;GEN-EVAL;823
nl;een onvergetelijke vakantie;strongpositive;GEN-EVAL;824
nl;geweldig weekend gehad;strongpositive;GEN-EVAL;825
nl;geweldige twee weken;strongpositive;GEN-EVAL;826
nl;heel erg geschikt;strongpositive;GEN-EVAL;827
nl;in 1 woord geweldig;strongpositive;GEN-EVAL;828
nl;komen zeker terug !;strongpositive;GEN-EVAL;829
nl;zeker weten terug;strongpositive;GEN-EVAL;829
nl;letterlijk overweldigend;strongpositive;GEN-EVAL;830
nl;magistraal;strongpositive;GEN-EVAL;831
nl;meer dan aangenaam;strongpositive;GEN-EVAL;832
es;fue magnifico;strongpositive;GEN-EVAL;833
nl;was prachtig;strongpositive;GEN-EVAL;833
de;keine frisch Obst;negative;FOOD;834
de;mini Bar;negative;FOOD;835
de;relativ geschmacksneutral sein;negative;FOOD;836
en;fast food on breakfast;negative;FOOD;837
en;inedible;negative;FOOD;838
en;limited;negative;FOOD;839
es;limitado;negative;FOOD;839
fr;limiter;negative;FOOD;839
en;not complimentary;negative;FOOD;840
nl;niet gratis;negative;FOOD;840
en;not enough;negative;FOOD;841
fr;pas assez;negative;FOOD;841
fr;pas assez d';negative;FOOD;841
en;not much choice;negative;FOOD;842
en;not so many;negative;FOOD;843
en;rotten;negative;FOOD;844
es;podridas;negative;FOOD;844
en;smelly;negative;FOOD;845
en;with little choice;negative;FOOD;846
it;non troppo vario;negative;FOOD;846
en;very limited;strongnegative;FOOD;847
fr;très limiter;negative;FOOD;847
nl;zeer beperkt;negative;FOOD;847
nl;erg beperkt;strongnegative;FOOD;847
es;no era abundante;negative;FOOD;848
es;poca variedad;negative;FOOD;849
it;poco varieta';negative;FOOD;849
es;poco donde elegir;negative;FOOD;849
es;sin variedad;negative;FOOD;850
fr;en guise de minibar;negative;FOOD;851
fr;en quantité limiter;negative;FOOD;852
fr;insuffisant le soir;negative;FOOD;853
fr;mauvais choix;negative;FOOD;854
fr;minimaliste;negative;FOOD;855
it;minimalista;negative;FOOD;855
fr;produit non frais;negative;FOOD;856
nl;niet vers;negative;FOOD;856
fr;très peu de choix;negative;FOOD;857
fr;plutôt très sale;strongnegative;FOOD;858
it;15 minuto di coda;negative;FOOD;859
it;code lunghissime;negative;FOOD;860
de;Lange Wartezeit;negative;FOOD;860
nl;lang wachten;negative;FOOD;860
nl;taai;negative;FOOD;861
it;piuttosto limitato;negative;FOOD;862
it;puo' essere piu' abbondante;negative;FOOD;863
it;salato;negative;FOOD;864
it;scarso;negative;FOOD;865
it;uno po ' limitato;negative;FOOD;866
nl;alleen maar warm eten;negative;FOOD;867
nl;dezelfde gerechten;negative;FOOD;868
nl;geen bakkers broodjes;negative;FOOD;869
nl;geen drinken inbegrepen;negative;FOOD;870
nl;geen smaak;negative;FOOD;871
nl;smakeloos;negative;FOOD;871
nl;iets meer van verwacht;negative;FOOD;872
nl;je eigen drankje betalen;negative;FOOD;873
nl;kartonnen;negative;FOOD;874
nl;lauw;negative;FOOD;875
nl;minder keuze;negative;FOOD;876
nl;miniafgebakken;negative;FOOD;877
nl;misschien ook niet vers;negative;FOOD;878
nl;niet eens patat;negative;FOOD;879
nl;niet erg vers;negative;FOOD;880
nl;niet inclusief;negative;FOOD;881
nl;niet lekker;negative;FOOD;882
nl;niet te drinken;negative;FOOD;883
nl;niet zo uitgebreid;negative;FOOD;884
nl;maar wel vers;strongnegative;FOOD;885
de;andere Getränk;positive;FOOD;886
de;angenehm Ambiente;positive;FOOD;887
de;appetitlich;positive;FOOD;888
de;geschmackvoll;positive;FOOD;888
de;schmackhaft;positive;FOOD;888
en;tasteful;positive;FOOD;888
en;tasty;positive;FOOD;888
es;gusto;positive;FOOD;888
fr;appétissant;strongpositive;FOOD;888
it;arredare;positive;FOOD;888
it;gustoso;positive;FOOD;888
nl;smakelijk;positive;FOOD;888
de;eine gut Wahl;positive;FOOD;889
de;eine Vielfallt an Getränk;positive;FOOD;890
de;frisch;positive;FOOD;891
en;fresh;positive;FOOD;891
it;fresco;positive;FOOD;891
nl;vers;positive;FOOD;891
de;für jede etwas dabei;positive;FOOD;892
de;für jede Geschmack;positive;FOOD;892
es;para todos los gustos;positive;FOOD;892
fr;pour tout le gouts;positive;FOOD;892
nl;voor elk wat wils;positive;FOOD;892
de;für unser Anspruch ausreichend;positive;FOOD;893
de;gemischt;positive;FOOD;894
de;sehr gut Essen;positive;FOOD;895
de;lecker;positive;FOOD;896
de;wunderbar;strongpositive;FOOD;896
en;nice;positive;FOOD;896
en;delicious;strongpositive;FOOD;896
en;delightful;strongpositive;FOOD;896
es;agradable;positive;FOOD;896
es;delicioso;strongpositive;FOOD;896
es;encantador;strongpositive;FOOD;896
it;delizioso;positive;FOOD;896
nl;heerlijk;positive;FOOD;896
nl;lekker;positive;FOOD;896
nl;lekkerste;strongpositive;FOOD;896
de;schmackhaft;positive;FOOD;897
en;tasty;positive;FOOD;897
it;gustoso;positive;FOOD;897
nl;smakelijk;positive;FOOD;897
de;sehr viel zu Auswahl;strongpositive;FOOD;898
de;super abwechslungsreich;strongpositive;FOOD;898
es;mucha variedad;positive;FOOD;898
es;con mucha variedad;strongpositive;FOOD;898
es;hay mucha variedad;strongpositive;FOOD;898
fr;beaucoup de choix;positive;FOOD;898
nl;genoeg keuze;positive;FOOD;898
nl;heel veel keuze;positive;FOOD;898
nl;keuze genoeg;positive;FOOD;898
nl;veel keus;positive;FOOD;898
nl;veel keuze;positive;FOOD;898
de;unbeschreiblich lecker;strongpositive;FOOD;899
de;zwar super lecker;strongpositive;FOOD;899
nl;overheerlijk;strongpositive;FOOD;899
nl;verrukkelijk;strongpositive;FOOD;899
en;edible;positive;FOOD;900
en;healthy;positive;FOOD;901
fr;sain;positive;FOOD;901
en;included;positive;FOOD;902
es;acceso;positive;FOOD;902
es;incluido;positive;FOOD;902
es;incluido en el precio;positive;FOOD;902
es;incluída;positive;FOOD;902
fr;inclure;positive;FOOD;902
it;comprendere nel prezzo;positive;FOOD;902
it;includere;positive;FOOD;902
it;includere nel prezzo;positive;FOOD;902
nl;inbegrepen;positive;FOOD;902
nl;inbegrepen in de prijs;positive;FOOD;902
en;mini fridge.;positive;FOOD;903
en;really fresh;strongpositive;FOOD;904
es;gran variedad;positive;FOOD;905
es;multitud;strongpositive;FOOD;906
es;muy calentitas;strongpositive;FOOD;907
es;muy completas;strongpositive;FOOD;908
es;super variado;strongpositive;FOOD;909
es;superó las espectativas;strongpositive;FOOD;910
fr;assez riche en choix;positive;FOOD;911
nl;overdadige keuze;strongpositive;FOOD;911
fr;jus d' orange frais;positive;FOOD;912
fr;offrir un nourriture délicat;positive;FOOD;913
fr;un mini bar;positive;FOOD;914
fr;vraiment mangeable;positive;FOOD;915
fr;nourriture excellent;strongpositive;FOOD;916
it;accontentare tutti i gusti;positive;FOOD;917
it;grande varieta';positive;FOOD;918
fr;assez riche en choix;positive;FOOD;918
nl;overdadige keuze;strongpositive;FOOD;918
it;menu' a scelta;positive;FOOD;919
it;ottima scelta;positive;FOOD;920
it;riscaldato;positive;FOOD;921
nl;verwarmd;positive;FOOD;921
it;riservare;positive;FOOD;922
it;scelta infinito di piatto;positive;FOOD;923
it;si mangia molto bene;positive;FOOD;924
nl;goed eten;positive;FOOD;924
nl;echte , verse koffie;positive;FOOD;925
nl;alles vers;positive;FOOD;926
nl;behoorlijk uitgebreid;positive;FOOD;927
nl;direct aangevuld;positive;FOOD;928
nl;een enorme keus;positive;FOOD;929
nl;een uitgebreide keus;positive;FOOD;929
nl;meer dan genoeg keuze;positive;FOOD;929
nl;goede keus;positive;FOOD;930
nl;iets lekkers te vinden;positive;FOOD;931
nl;smaakt;positive;FOOD;932
nl;smaakten redelijk;positive;FOOD;933
nl;veel restaurantjes;positive;FOOD;934
nl;voldoende eetgelegenheden;positive;FOOD;935
nl;voldoende keuze;positive;FOOD;936
nl;voldoende uitgebreid;positive;FOOD;937
nl;bijzonder lekker;strongpositive;FOOD;938
nl;buitengewoon lekker;strongpositive;FOOD;939
nl;heerlijkheden;strongpositive;FOOD;940
de;ca. 200 m. entfernt;negative;FOOD;940
de;deshalb null Strandblick;negative;LOCATION;941
de;direkt Zugang zu Strand;negative;LOCATION;942
de;dunkel;negative;LOCATION;943
en;dark;negative;LOCATION;943
it;scuro;negative;LOCATION;943
nl;donker;negative;LOCATION;943
de;etwas abliegen;negative;LOCATION;944
nl;wat afgelegen;negative;LOCATION;944
de;nicht ganz zentral;negative;LOCATION;945
de;relativ abgelegen;negative;LOCATION;946
de;zu Parkplatz hin;negative;LOCATION;947
en;long distance;negative;LOCATION;948
es;algo apartado del centro;negative;LOCATION;949
es;mal situado;negative;LOCATION;950
es;retirado del centro;negative;LOCATION;951
fr;avoir préférer le plage;negative;LOCATION;952
fr;loin de le plage;negative;LOCATION;953
fr;loin du centre;negative;LOCATION;954
it;lontano dal centro;negative;LOCATION;954
fr;voir nul;strongnegative;LOCATION;955
it;non essere così vicino;negative;LOCATION;956
nl;10 meter van;negative;LOCATION;957
nl;2 straten verderop;negative;LOCATION;958
nl;afgelegen;negative;LOCATION;959
nl;een kilometer wandelen tot;negative;LOCATION;960
nl;eigenlijk geen uitzicht;negative;LOCATION;961
nl;minstens 20 minuten rijden;negative;LOCATION;962
de;direkt nebenan;negative;LOCATION;963
es;justo al lado;positive;LOCATION;963
de;Airportanbindung;positive;LOCATION;964
de;alle 8 Minute;positive;LOCATION;965
de;an Meer gelegen;positive;LOCATION;966
de;angenehm Ambiente;positive;LOCATION;967
de;auch in Strandbereich;positive;LOCATION;968
de;Blick über die Strand;positive;LOCATION;969
de;direkt an Hotel;positive;LOCATION;970
de;direkt an Strand;positive;LOCATION;971
de;direkt an Strip gelegen;positive;LOCATION;972
de;direkt neben die Hauptbahnhof;positive;LOCATION;973
fr;proche de le gare;positive;LOCATION;973
nl;vlakbij het station;positive;LOCATION;973
de;direkt Straßenbahnanbindung zu Stadt;positive;LOCATION;974
de;direkt vor Ort;positive;LOCATION;975
de;direkt;positive;LOCATION;976
nl;direct aan;positive;LOCATION;976
de;draußen;positive;LOCATION;977
de;eine Strassenbahnstation;positive;LOCATION;978
de;für Städtereise empfehlenswert;positive;LOCATION;979
de;für Städtetrip ideal;positive;LOCATION;980
de;gut für Stadtaufenthalt;positive;LOCATION;981
de;gut gelegen;positive;LOCATION;982
de;in guter Lage;positive;LOCATION;982
en;well located;positive;LOCATION;982
es;bien situado;positive;LOCATION;982
es;bien ubicado;positive;LOCATION;982
es;buen situado;positive;LOCATION;982
es;esta bien situado;positive;LOCATION;982
fr;bien placé;positive;LOCATION;982
it;ben collocato;positive;LOCATION;982
nl;goed gelegen;positive;LOCATION;982
de;in 10min zu erreichen;positive;LOCATION;983
de;in die Nähe;positive;LOCATION;984
en;near;positive;LOCATION;984
en;close;positive;LOCATION;984
es;cerca;negative;LOCATION;984
fr;proche;positive;LOCATION;984
it;vicino;positive;LOCATION;984
de;in direkter Strandlage;positive;LOCATION;985
en;close to the beach;positive;LOCATION;985
fr;à le plage;positive;LOCATION;985
nl;dicht bij het strand;positive;LOCATION;985
nl;vlakbij het strand;positive;LOCATION;985
de;in einer ruhigen Wohngegend;positive;LOCATION;986
de;in Gehdistanz;positive;LOCATION;987
en;at walking distance;positive;LOCATION;987
en;in walking distance;positive;LOCATION;987
en;within walking distance;positive;LOCATION;987
nl;in wandelafstand;positive;LOCATION;987
nl;op loopafstand;positive;LOCATION;987
it;raggiungibile a piede;positive;LOCATION;987
it;raggiungibile anche a piede;positive;LOCATION;987
it;a due passi;positive;LOCATION;987
it;a pochi passi;positive;LOCATION;987
de;in guter Lage;positive;LOCATION;988
nl;op een goede locatie;positive;LOCATION;988
nl;op goede locatie;positive;LOCATION;988
de;liegt dennoch zentral;positive;LOCATION;989
de;liegt verkehrsgünstig;positive;LOCATION;990
de;Meerblick;positive;LOCATION;991
de;mehrsprachig;positive;LOCATION;992
fr;multilingue;positive;LOCATION;992
it;multilingue;positive;LOCATION;992
nl;meertalig;positive;LOCATION;992
de;mit toll Ausblick;positive;LOCATION;993
de;mitten in die Stadt;positive;LOCATION;994
de;mitten in Zentrum;positive;LOCATION;995
en;locate in the center;positive;LOCATION;995
es;en el centro;positive;LOCATION;995
es;en pleno centro;positive;LOCATION;995
fr;en plein centre ville;positive;LOCATION;995
it;in mezzo;positive;LOCATION;995
it;nel centro;positive;LOCATION;995
it;nel pieno centro;positive;LOCATION;995
nl;in het centrum;positive;LOCATION;995
nl;midden in het centrum;positive;LOCATION;995
nl;midden in de stad;positive;LOCATION;995
nl;middenin de stad;positive;LOCATION;995
nl;ligt midden in het centrum;positive;LOCATION;995
de;Nähe zu Bahnhof;positive;LOCATION;996
en;close to railway station;positive;LOCATION;996
en;close to the station;positive;LOCATION;996
de;Nähe;positive;LOCATION;997
fr;proximité;positive;LOCATION;997
it;prossimità;positive;LOCATION;997
it;vicinanza;positive;LOCATION;997
de;nebenan;positive;LOCATION;998
es;al lado;positive;LOCATION;998
de;recht zentral;positive;LOCATION;999
de;recht zentrumsnah;positive;LOCATION;1000
de;Rheinblick;positive;LOCATION;1001
de;ruhig Seitenstraße;positive;LOCATION;1002
de;ruhig;positive;LOCATION;1003
en;quiet;positive;LOCATION;1003
es;tranquilo;positive;LOCATION;1003
fr;calme;positive;LOCATION;1003
it;tranquillo;positive;LOCATION;1003
nl;rustig gelegen;positive;LOCATION;1003
de;Sandwich;positive;LOCATION;1004
de;schön;positive;LOCATION;1005
de;wunderschön;positive;LOCATION;1005
en;beautiful;positive;LOCATION;1005
en;nice;positive;LOCATION;1005
es;agradable;positive;LOCATION;1005
es;hermoso;positive;LOCATION;1005
fr;agréable;positive;LOCATION;1005
fr;beau;positive;LOCATION;1005
it;bellissima;positive;LOCATION;1005
it;bello;positive;LOCATION;1005
nl;mooi;positive;LOCATION;1005
de;sehr gut begehbar;positive;LOCATION;1006
